date,eligible_count,rebalance,long_count,short_count,long_exposure,short_exposure,gross_exposure,net_exposure
2018-03-09,168,False,34,34,0.5,-0.49999999999999994,1.0,0.0
2018-03-12,168,False,34,34,0.5,-0.49999999999999994,1.0,0.0
2018-03-13,167,False,34,34,0.5,-0.49999999999999994,1.0,0.0
2018-03-14,167,False,34,34,0.5,-0.49999999999999994,1.0,0.0
2018-03-15,167,True,33,33,0.5,-0.5,1.0,0.0
2018-03-16,169,False,33,33,0.5,-0.5,1.0,0.0
2018-03-19,172,False,33,33,0.5,-0.5,1.0,0.0
2018-03-20,172,False,33,33,0.5,-0.5,1.0,0.0
2018-03-21,172,False,33,33,0.5,-0.5,1.0,0.0
2018-03-22,171,True,34,34,0.49999999999999994,-0.5,0.9999999999999998,-3.469446951953614e-18
2018-03-23,172,False,34,34,0.49999999999999994,-0.5,0.9999999999999998,-3.469446951953614e-18
2018-03-26,171,False,34,34,0.49999999999999994,-0.5,0.9999999999999998,-3.469446951953614e-18
2018-03-27,171,False,34,34,0.49999999999999994,-0.5,0.9999999999999998,-3.469446951953614e-18
2018-03-28,170,False,34,34,0.49999999999999994,-0.5,0.9999999999999998,-3.469446951953614e-18
2018-03-29,169,True,33,33,0.49999999999999994,-0.5,1.0,0.0
2018-04-02,169,False,33,33,0.49999999999999994,-0.5,1.0,0.0
2018-04-03,168,False,33,33,0.49999999999999994,-0.5,1.0,0.0
2018-04-04,167,False,33,33,0.49999999999999994,-0.5,1.0,0.0
2018-04-05,169,False,33,33,0.49999999999999994,-0.5,1.0,0.0
2018-04-06,170,True,34,34,0.49999999999999994,-0.49999999999999994,0.9999999999999999,1.734723475976807e-17
2018-04-09,170,False,34,34,0.49999999999999994,-0.49999999999999994,0.9999999999999999,1.734723475976807e-17
2018-04-10,170,False,34,34,0.49999999999999994,-0.49999999999999994,0.9999999999999999,1.734723475976807e-17
2018-04-11,171,False,34,34,0.49999999999999994,-0.49999999999999994,0.9999999999999999,1.734723475976807e-17
2018-04-12,172,False,34,34,0.49999999999999994,-0.49999999999999994,0.9999999999999999,1.734723475976807e-17
2018-04-13,171,True,34,34,0.4999999999999999,-0.4999999999999999,0.9999999999999999,-1.0408340855860843e-17
2018-04-16,169,False,34,34,0.4999999999999999,-0.4999999999999999,0.9999999999999999,-1.0408340855860843e-17
2018-04-17,167,False,34,34,0.4999999999999999,-0.4999999999999999,0.9999999999999999,-1.0408340855860843e-17
2018-04-18,168,False,34,34,0.4999999999999999,-0.4999999999999999,0.9999999999999999,-1.0408340855860843e-17
2018-04-19,168,False,34,34,0.4999999999999999,-0.4999999999999999,0.9999999999999999,-1.0408340855860843e-17
2018-04-20,169,True,33,33,0.5,-0.5,1.0,2.7755575615628914e-17
2018-04-23,168,False,33,33,0.5,-0.5,1.0,2.7755575615628914e-17
2018-04-24,167,False,33,33,0.5,-0.5,1.0,2.7755575615628914e-17
2018-04-25,167,False,33,33,0.5,-0.5,1.0,2.7755575615628914e-17
2018-04-26,167,False,33,33,0.5,-0.5,1.0,2.7755575615628914e-17
2018-04-27,169,True,33,33,0.5,-0.5,1.0,0.0
2018-04-30,168,False,33,33,0.5,-0.5,1.0,0.0
2018-05-01,168,False,33,33,0.5,-0.5,1.0,0.0
2018-05-02,168,False,33,33,0.5,-0.5,1.0,0.0
2018-05-03,167,False,33,33,0.5,-0.5,1.0,0.0
2018-05-04,167,True,33,33,0.5,-0.5,1.0,0.0
2018-05-07,167,False,33,33,0.5,-0.5,1.0,0.0
2018-05-08,167,False,33,33,0.5,-0.5,1.0,0.0
2018-05-09,166,False,33,33,0.5,-0.5,1.0,0.0
2018-05-10,166,False,33,33,0.5,-0.5,1.0,0.0
2018-05-11,168,True,33,33,0.5,-0.5,1.0,0.0
2018-05-14,167,False,33,33,0.5,-0.5,1.0,0.0
2018-05-15,168,False,33,33,0.5,-0.5,1.0,0.0
2018-05-16,168,False,33,33,0.5,-0.5,1.0,0.0
2018-05-17,168,False,33,33,0.5,-0.5,1.0,0.0
2018-05-18,169,True,33,33,0.5,-0.5,1.0,0.0
2018-05-21,169,False,33,33,0.5,-0.5,1.0,0.0
2018-05-22,170,False,33,33,0.5,-0.5,1.0,0.0
2018-05-23,170,False,33,33,0.5,-0.5,1.0,0.0
2018-05-24,171,False,33,33,0.5,-0.5,1.0,0.0
2018-05-25,171,True,34,34,0.4999999999999999,-0.49999999999999994,0.9999999999999999,3.469446951953614e-18
2018-05-29,171,False,34,34,0.4999999999999999,-0.49999999999999994,0.9999999999999999,3.469446951953614e-18
2018-05-30,171,False,34,34,0.4999999999999999,-0.49999999999999994,0.9999999999999999,3.469446951953614e-18
2018-05-31,169,False,34,34,0.4999999999999999,-0.49999999999999994,0.9999999999999999,3.469446951953614e-18
2018-06-01,170,False,34,34,0.4999999999999999,-0.49999999999999994,0.9999999999999999,3.469446951953614e-18
2018-06-04,171,True,34,34,0.49999999999999994,-0.49999999999999994,0.9999999999999999,-2.7755575615628914e-17
2018-06-05,170,False,34,34,0.49999999999999994,-0.49999999999999994,0.9999999999999999,-2.7755575615628914e-17
2018-06-06,172,False,34,34,0.49999999999999994,-0.49999999999999994,0.9999999999999999,-2.7755575615628914e-17
2018-06-07,173,False,34,34,0.49999999999999994,-0.49999999999999994,0.9999999999999999,-2.7755575615628914e-17
2018-06-08,171,False,34,34,0.49999999999999994,-0.49999999999999994,0.9999999999999999,-2.7755575615628914e-17
2018-06-11,170,True,34,34,0.4999999999999999,-0.49999999999999994,0.9999999999999999,0.0
2018-06-12,169,False,34,34,0.4999999999999999,-0.49999999999999994,0.9999999999999999,0.0
2018-06-13,170,False,34,34,0.4999999999999999,-0.49999999999999994,0.9999999999999999,0.0
2018-06-14,170,False,34,34,0.4999999999999999,-0.49999999999999994,0.9999999999999999,0.0
2018-06-15,172,False,34,34,0.4999999999999999,-0.49999999999999994,0.9999999999999999,0.0
2018-06-18,171,True,34,34,0.49999999999999994,-0.49999999999999994,0.9999999999999999,0.0
2018-06-19,172,False,34,34,0.49999999999999994,-0.49999999999999994,0.9999999999999999,0.0
2018-06-20,172,False,34,34,0.49999999999999994,-0.49999999999999994,0.9999999999999999,0.0
2018-06-21,172,False,34,34,0.49999999999999994,-0.49999999999999994,0.9999999999999999,0.0
2018-06-22,172,False,34,34,0.49999999999999994,-0.49999999999999994,0.9999999999999999,0.0
2018-06-25,177,True,35,35,0.5,-0.49999999999999994,1.0,-6.938893903907228e-18
2018-06-26,177,False,35,35,0.5,-0.49999999999999994,1.0,-6.938893903907228e-18
2018-06-27,177,False,35,35,0.5,-0.49999999999999994,1.0,-6.938893903907228e-18
2018-06-28,178,False,35,35,0.5,-0.49999999999999994,1.0,-6.938893903907228e-18
2018-06-29,178,False,35,35,0.5,-0.49999999999999994,1.0,-6.938893903907228e-18
2018-07-02,179,True,35,35,0.5,-0.49999999999999994,0.9999999999999999,-3.469446951953614e-18
2018-07-03,179,False,35,35,0.5,-0.49999999999999994,0.9999999999999999,-3.469446951953614e-18
2018-07-05,179,False,35,35,0.5,-0.49999999999999994,0.9999999999999999,-3.469446951953614e-18
2018-07-06,178,False,35,35,0.5,-0.49999999999999994,0.9999999999999999,-3.469446951953614e-18
2018-07-09,178,False,35,35,0.5,-0.49999999999999994,0.9999999999999999,-3.469446951953614e-18
2018-07-10,181,True,36,36,0.49999999999999994,-0.5,0.9999999999999999,0.0
2018-07-11,180,False,36,36,0.49999999999999994,-0.5,0.9999999999999999,0.0
2018-07-12,180,False,36,36,0.49999999999999994,-0.5,0.9999999999999999,0.0
2018-07-13,179,False,36,36,0.49999999999999994,-0.5,0.9999999999999999,0.0
2018-07-16,179,False,36,36,0.49999999999999994,-0.5,0.9999999999999999,0.0
2018-07-17,174,True,34,34,0.4999999999999999,-0.5,0.9999999999999999,0.0
2018-07-18,174,False,34,34,0.4999999999999999,-0.5,0.9999999999999999,0.0
2018-07-19,174,False,34,34,0.4999999999999999,-0.5,0.9999999999999999,0.0
2018-07-20,175,False,34,34,0.4999999999999999,-0.5,0.9999999999999999,0.0
2018-07-23,175,False,34,34,0.4999999999999999,-0.5,0.9999999999999999,0.0
2018-07-24,171,True,34,34,0.4999999999999999,-0.49999999999999994,0.9999999999999998,-3.469446951953614e-18
2018-07-25,171,False,34,34,0.4999999999999999,-0.49999999999999994,0.9999999999999998,-3.469446951953614e-18
2018-07-26,170,False,34,34,0.4999999999999999,-0.49999999999999994,0.9999999999999998,-3.469446951953614e-18
2018-07-27,171,False,34,34,0.4999999999999999,-0.49999999999999994,0.9999999999999998,-3.469446951953614e-18
2018-07-30,171,False,34,34,0.4999999999999999,-0.49999999999999994,0.9999999999999998,-3.469446951953614e-18
2018-07-31,168,True,33,33,0.5,-0.5,1.0,0.0
2018-08-01,170,False,33,33,0.5,-0.5,1.0,0.0
2018-08-02,172,False,33,33,0.5,-0.5,1.0,0.0
2018-08-03,171,False,33,33,0.5,-0.5,1.0,0.0
2018-08-06,172,False,33,33,0.5,-0.5,1.0,0.0
2018-08-07,172,True,34,34,0.49999999999999994,-0.49999999999999994,1.0,-3.469446951953614e-18
2018-08-08,169,False,34,34,0.49999999999999994,-0.49999999999999994,1.0,-3.469446951953614e-18
2018-08-09,168,False,34,34,0.49999999999999994,-0.49999999999999994,1.0,-3.469446951953614e-18
2018-08-10,168,False,34,34,0.49999999999999994,-0.49999999999999994,1.0,-3.469446951953614e-18
2018-08-13,169,False,34,34,0.49999999999999994,-0.49999999999999994,1.0,-3.469446951953614e-18
2018-08-14,169,True,33,33,0.49999999999999994,-0.5,1.0,0.0
2018-08-15,169,False,33,33,0.49999999999999994,-0.5,1.0,0.0
2018-08-16,170,False,33,33,0.49999999999999994,-0.5,1.0,0.0
2018-08-17,169,False,33,33,0.49999999999999994,-0.5,1.0,0.0
2018-08-20,168,False,33,33,0.49999999999999994,-0.5,1.0,0.0
2018-08-21,168,True,33,33,0.5,-0.5,1.0,0.0
2018-08-22,169,False,33,33,0.5,-0.5,1.0,0.0
2018-08-23,169,False,33,33,0.5,-0.5,1.0,0.0
2018-08-24,166,False,33,33,0.5,-0.5,1.0,0.0
2018-08-27,164,False,33,33,0.5,-0.5,1.0,0.0
2018-08-28,164,True,32,32,0.5,-0.5,1.0,0.0
2018-08-29,163,False,32,32,0.5,-0.5,1.0,0.0
2018-08-30,163,False,32,32,0.5,-0.5,1.0,0.0
2018-08-31,162,False,32,32,0.5,-0.5,1.0,0.0
2018-09-04,161,False,32,32,0.5,-0.5,1.0,0.0
2018-09-05,162,True,32,32,0.5,-0.5,1.0,0.0
2018-09-06,161,False,32,32,0.5,-0.5,1.0,0.0
2018-09-07,161,False,32,32,0.5,-0.5,1.0,0.0
2018-09-10,161,False,32,32,0.5,-0.5,1.0,0.0
2018-09-11,161,False,32,32,0.5,-0.5,1.0,0.0
2018-09-12,160,True,32,32,0.5,-0.5,1.0,0.0
2018-09-13,162,False,32,32,0.5,-0.5,1.0,0.0
2018-09-14,161,False,32,32,0.5,-0.5,1.0,0.0
2018-09-17,161,False,32,32,0.5,-0.5,1.0,0.0
2018-09-18,163,False,32,32,0.5,-0.5,1.0,0.0
2018-09-19,162,True,32,32,0.5,-0.5,1.0,0.0
2018-09-20,161,False,32,32,0.5,-0.5,1.0,0.0
2018-09-21,161,False,32,32,0.5,-0.5,1.0,0.0
2018-09-24,167,False,32,32,0.5,-0.5,1.0,0.0
2018-09-25,168,False,32,32,0.5,-0.5,1.0,0.0
2018-09-26,167,True,33,33,0.5,-0.5,1.0,0.0
2018-09-27,167,False,33,33,0.5,-0.5,1.0,0.0
2018-09-28,169,False,33,33,0.5,-0.5,1.0,0.0
2018-10-01,169,False,33,33,0.5,-0.5,1.0,0.0
2018-10-02,169,False,33,33,0.5,-0.5,1.0,0.0
2018-10-03,169,True,33,33,0.5,-0.5,0.9999999999999999,0.0
2018-10-04,169,False,33,33,0.5,-0.5,0.9999999999999999,0.0
2018-10-05,169,False,33,33,0.5,-0.5,0.9999999999999999,0.0
2018-10-08,170,False,33,33,0.5,-0.5,0.9999999999999999,0.0
2018-10-09,170,False,33,33,0.5,-0.5,0.9999999999999999,0.0
2018-10-10,170,True,34,34,0.5,-0.49999999999999994,0.9999999999999999,-1.3877787807814457e-17
2018-10-11,170,False,34,34,0.5,-0.49999999999999994,0.9999999999999999,-1.3877787807814457e-17
2018-10-12,171,False,34,34,0.5,-0.49999999999999994,0.9999999999999999,-1.3877787807814457e-17
2018-10-15,172,False,34,34,0.5,-0.49999999999999994,0.9999999999999999,-1.3877787807814457e-17
2018-10-16,174,False,34,34,0.5,-0.49999999999999994,0.9999999999999999,-1.3877787807814457e-17
2018-10-17,172,True,34,34,0.5,-0.5,0.9999999999999999,3.469446951953614e-18
2018-10-18,171,False,34,34,0.5,-0.5,0.9999999999999999,3.469446951953614e-18
2018-10-19,172,False,34,34,0.5,-0.5,0.9999999999999999,3.469446951953614e-18
2018-10-22,170,False,34,34,0.5,-0.5,0.9999999999999999,3.469446951953614e-18
2018-10-23,169,False,34,34,0.5,-0.5,0.9999999999999999,3.469446951953614e-18
2018-10-24,169,True,33,33,0.5,-0.5,0.9999999999999999,-1.3877787807814457e-17
2018-10-25,169,False,33,33,0.5,-0.5,0.9999999999999999,-1.3877787807814457e-17
2018-10-26,167,False,33,33,0.5,-0.5,0.9999999999999999,-1.3877787807814457e-17
2018-10-29,167,False,33,33,0.5,-0.5,0.9999999999999999,-1.3877787807814457e-17
2018-10-30,167,False,33,33,0.5,-0.5,0.9999999999999999,-1.3877787807814457e-17
2018-10-31,166,True,33,33,0.5,-0.5,1.0,0.0
2018-11-01,167,False,33,33,0.5,-0.5,1.0,0.0
2018-11-02,169,False,33,33,0.5,-0.5,1.0,0.0
2018-11-05,168,False,33,33,0.5,-0.5,1.0,0.0
2018-11-06,167,False,33,33,0.5,-0.5,1.0,0.0
2018-11-07,168,True,33,33,0.5,-0.5,1.0,0.0
2018-11-08,167,False,33,33,0.5,-0.5,1.0,0.0
2018-11-09,167,False,33,33,0.5,-0.5,1.0,0.0
2018-11-12,166,False,33,33,0.5,-0.5,1.0,0.0
2018-11-13,166,False,33,33,0.5,-0.5,1.0,0.0
2018-11-14,166,True,33,33,0.5,-0.5,1.0,0.0
2018-11-15,166,False,33,33,0.5,-0.5,1.0,0.0
2018-11-16,167,False,33,33,0.5,-0.5,1.0,0.0
2018-11-19,167,False,33,33,0.5,-0.5,1.0,0.0
2018-11-20,167,False,33,33,0.5,-0.5,1.0,0.0
2018-11-21,167,True,33,33,0.5,-0.5,1.0,0.0
2018-11-23,166,False,33,33,0.5,-0.5,1.0,0.0
2018-11-26,165,False,33,33,0.5,-0.5,1.0,0.0
2018-11-27,165,False,33,33,0.5,-0.5,1.0,0.0
2018-11-28,164,False,33,33,0.5,-0.5,1.0,0.0
2018-11-29,165,True,33,33,0.5,-0.5,1.0,0.0
2018-11-30,164,False,33,33,0.5,-0.5,1.0,0.0
2018-12-03,162,False,33,33,0.5,-0.5,1.0,0.0
2018-12-04,162,False,33,33,0.5,-0.5,1.0,0.0
2018-12-06,161,False,33,33,0.5,-0.5,1.0,0.0
2018-12-07,163,True,32,32,0.5,-0.5,1.0,0.0
2018-12-10,161,False,32,32,0.5,-0.5,1.0,0.0
2018-12-11,162,False,32,32,0.5,-0.5,1.0,0.0
2018-12-12,162,False,32,32,0.5,-0.5,1.0,0.0
2018-12-13,163,False,32,32,0.5,-0.5,1.0,0.0
2018-12-14,162,True,32,32,0.5,-0.5,1.0,0.0
2018-12-17,163,False,32,32,0.5,-0.5,1.0,0.0
2018-12-18,165,False,32,32,0.5,-0.5,1.0,0.0
2018-12-19,162,False,32,32,0.5,-0.5,1.0,0.0
2018-12-20,161,False,32,32,0.5,-0.5,1.0,0.0
2018-12-21,161,True,32,32,0.5,-0.5,1.0,0.0
2018-12-24,166,False,32,32,0.5,-0.5,1.0,0.0
2018-12-26,166,False,32,32,0.5,-0.5,1.0,0.0
2018-12-27,166,False,32,32,0.5,-0.5,1.0,0.0
2018-12-28,167,False,32,32,0.5,-0.5,1.0,0.0
2018-12-31,167,True,33,33,0.5,-0.5,1.0,0.0
2019-01-02,168,False,33,33,0.5,-0.5,1.0,0.0
2019-01-03,168,False,33,33,0.5,-0.5,1.0,0.0
2019-01-04,169,False,33,33,0.5,-0.5,1.0,0.0
2019-01-07,169,False,33,33,0.5,-0.5,1.0,0.0
2019-01-08,168,True,33,33,0.5,-0.5,1.0,0.0
2019-01-09,169,False,33,33,0.5,-0.5,1.0,0.0
2019-01-10,168,False,33,33,0.5,-0.5,1.0,0.0
2019-01-11,168,False,33,33,0.5,-0.5,1.0,0.0
2019-01-14,170,False,33,33,0.5,-0.5,1.0,0.0
2019-01-15,169,True,33,33,0.5,-0.5,1.0,0.0
2019-01-16,170,False,33,33,0.5,-0.5,1.0,0.0
2019-01-17,170,False,33,33,0.5,-0.5,1.0,0.0
2019-01-18,170,False,33,33,0.5,-0.5,1.0,0.0
2019-01-22,171,False,33,33,0.5,-0.5,1.0,0.0
2019-01-23,170,True,34,34,0.49999999999999994,-0.5,0.9999999999999999,0.0
2019-01-24,166,False,34,34,0.49999999999999994,-0.5,0.9999999999999999,0.0
2019-01-25,166,False,34,34,0.49999999999999994,-0.5,0.9999999999999999,0.0
2019-01-28,164,False,34,34,0.49999999999999994,-0.5,0.9999999999999999,0.0
2019-01-29,164,False,34,34,0.49999999999999994,-0.5,0.9999999999999999,0.0
2019-01-30,164,True,32,32,0.5,-0.5,1.0,0.0
2019-01-31,164,False,32,32,0.5,-0.5,1.0,0.0
2019-02-01,165,False,32,32,0.5,-0.5,1.0,0.0
2019-02-04,166,False,32,32,0.5,-0.5,1.0,0.0
2019-02-05,166,False,32,32,0.5,-0.5,1.0,0.0
2019-02-06,165,True,33,33,0.5,-0.5,1.0,0.0
2019-02-07,162,False,33,33,0.5,-0.5,1.0,0.0
2019-02-08,163,False,33,33,0.5,-0.5,1.0,0.0
2019-02-11,164,False,33,33,0.5,-0.5,1.0,0.0
2019-02-12,165,False,33,33,0.5,-0.5,1.0,0.0
2019-02-13,163,True,32,32,0.5,-0.5,1.0,0.0
2019-02-14,164,False,32,32,0.5,-0.5,1.0,0.0
2019-02-15,165,False,32,32,0.5,-0.5,1.0,0.0
2019-02-19,167,False,32,32,0.5,-0.5,1.0,0.0
2019-02-20,165,False,32,32,0.5,-0.5,1.0,0.0
2019-02-21,166,True,33,33,0.5,-0.5,1.0,1.3877787807814457e-17
2019-02-22,165,False,33,33,0.5,-0.5,1.0,1.3877787807814457e-17
2019-02-25,166,False,33,33,0.5,-0.5,1.0,1.3877787807814457e-17
2019-02-26,167,False,33,33,0.5,-0.5,1.0,1.3877787807814457e-17
2019-02-27,166,False,33,33,0.5,-0.5,1.0,1.3877787807814457e-17
2019-02-28,166,True,33,33,0.5,-0.5,1.0,0.0
2019-03-01,167,False,33,33,0.5,-0.5,1.0,0.0
2019-03-04,169,False,33,33,0.5,-0.5,1.0,0.0
2019-03-05,170,False,33,33,0.5,-0.5,1.0,0.0
2019-03-06,170,False,33,33,0.5,-0.5,1.0,0.0
2019-03-07,170,True,34,34,0.4999999999999999,-0.49999999999999994,0.9999999999999999,-3.469446951953614e-18
2019-03-08,169,False,34,34,0.4999999999999999,-0.49999999999999994,0.9999999999999999,-3.469446951953614e-18
2019-03-11,170,False,34,34,0.4999999999999999,-0.49999999999999994,0.9999999999999999,-3.469446951953614e-18
2019-03-12,169,False,34,34,0.4999999999999999,-0.49999999999999994,0.9999999999999999,-3.469446951953614e-18
2019-03-13,169,False,34,34,0.4999999999999999,-0.49999999999999994,0.9999999999999999,-3.469446951953614e-18
2019-03-14,169,True,33,33,0.5,-0.5,1.0,0.0
2019-03-15,168,False,33,33,0.5,-0.5,1.0,0.0
2019-03-18,169,False,33,33,0.5,-0.5,1.0,0.0
2019-03-19,169,False,33,33,0.5,-0.5,1.0,0.0
2019-03-20,168,False,33,33,0.5,-0.5,1.0,0.0
2019-03-21,167,True,33,33,0.5,-0.5,1.0,0.0
2019-03-22,167,False,33,33,0.5,-0.5,1.0,0.0
2019-03-25,168,False,33,33,0.5,-0.5,1.0,0.0
2019-03-26,169,False,33,33,0.5,-0.5,1.0,0.0
2019-03-27,171,False,33,33,0.5,-0.5,1.0,0.0
2019-03-28,171,True,34,34,0.4999999999999999,-0.49999999999999994,0.9999999999999999,0.0
2019-03-29,171,False,34,34,0.4999999999999999,-0.49999999999999994,0.9999999999999999,0.0
2019-04-01,171,False,34,34,0.4999999999999999,-0.49999999999999994,0.9999999999999999,0.0
2019-04-02,170,False,34,34,0.4999999999999999,-0.49999999999999994,0.9999999999999999,0.0
2019-04-03,170,False,34,34,0.4999999999999999,-0.49999999999999994,0.9999999999999999,0.0
2019-04-04,169,True,33,33,0.5,-0.5,1.0,0.0
2019-04-05,169,False,33,33,0.5,-0.5,1.0,0.0
2019-04-08,169,False,33,33,0.5,-0.5,1.0,0.0
2019-04-09,168,False,33,33,0.5,-0.5,1.0,0.0
2019-04-10,167,False,33,33,0.5,-0.5,1.0,0.0
2019-04-11,166,True,33,33,0.5,-0.5,1.0,0.0
2019-04-12,165,False,33,33,0.5,-0.5,1.0,0.0
2019-04-15,162,False,33,33,0.5,-0.5,1.0,0.0
2019-04-16,161,False,33,33,0.5,-0.5,1.0,0.0
2019-04-17,161,False,33,33,0.5,-0.5,1.0,0.0
2019-04-18,160,True,32,32,0.5,-0.5,1.0,0.0
2019-04-22,159,False,32,32,0.5,-0.5,1.0,0.0
2019-04-23,159,False,32,32,0.5,-0.5,1.0,0.0
2019-04-24,159,False,32,32,0.5,-0.5,1.0,0.0
2019-04-25,159,False,32,32,0.5,-0.5,1.0,0.0
2019-04-26,160,True,32,32,0.5,-0.5,1.0,0.0
2019-04-29,159,False,32,32,0.5,-0.5,1.0,0.0
2019-04-30,159,False,32,32,0.5,-0.5,1.0,0.0
2019-05-01,159,False,32,32,0.5,-0.5,1.0,0.0
2019-05-02,161,False,32,32,0.5,-0.5,1.0,0.0
2019-05-03,162,True,32,32,0.5,-0.5,1.0,0.0
2019-05-06,162,False,32,32,0.5,-0.5,1.0,0.0
2019-05-07,161,False,32,32,0.5,-0.5,1.0,0.0
2019-05-08,161,False,32,32,0.5,-0.5,1.0,0.0
2019-05-09,160,False,32,32,0.5,-0.5,1.0,0.0
2019-05-10,160,True,32,32,0.5,-0.5,1.0,0.0
2019-05-13,160,False,32,32,0.5,-0.5,1.0,0.0
2019-05-14,161,False,32,32,0.5,-0.5,1.0,0.0
2019-05-15,163,False,32,32,0.5,-0.5,1.0,0.0
2019-05-16,162,False,32,32,0.5,-0.5,1.0,0.0
2019-05-17,161,True,32,32,0.5,-0.5,1.0,0.0
2019-05-20,161,False,32,32,0.5,-0.5,1.0,0.0
2019-05-21,161,False,32,32,0.5,-0.5,1.0,0.0
2019-05-22,161,False,32,32,0.5,-0.5,1.0,0.0
2019-05-23,161,False,32,32,0.5,-0.5,1.0,0.0
2019-05-24,161,True,32,32,0.5,-0.5,1.0,0.0
2019-05-28,161,False,32,32,0.5,-0.5,1.0,0.0
2019-05-29,161,False,32,32,0.5,-0.5,1.0,0.0
2019-05-30,161,False,32,32,0.5,-0.5,1.0,0.0
2019-05-31,161,False,32,32,0.5,-0.5,1.0,0.0
2019-06-03,161,True,32,32,0.5,-0.5,1.0,0.0
2019-06-04,161,False,32,32,0.5,-0.5,1.0,0.0
2019-06-05,159,False,32,32,0.5,-0.5,1.0,0.0
2019-06-06,159,False,32,32,0.5,-0.5,1.0,0.0
2019-06-07,158,False,32,32,0.5,-0.5,1.0,0.0
2019-06-10,158,True,31,31,0.49999999999999994,-0.49999999999999994,0.9999999999999999,0.0
2019-06-11,158,False,31,31,0.49999999999999994,-0.49999999999999994,0.9999999999999999,0.0
2019-06-12,158,False,31,31,0.49999999999999994,-0.49999999999999994,0.9999999999999999,0.0
2019-06-13,159,False,31,31,0.49999999999999994,-0.49999999999999994,0.9999999999999999,0.0
2019-06-14,159,False,31,31,0.49999999999999994,-0.49999999999999994,0.9999999999999999,0.0
2019-06-17,159,True,31,31,0.5,-0.49999999999999994,1.0,0.0
2019-06-18,159,False,31,31,0.5,-0.49999999999999994,1.0,0.0
